location,trap_set_date,week_ending_saturday,epi_week,year,site_type,lat,lon,lga_code_2011,lga_name_2011,lga_code_2016,lga_name_2016,lga_name_2020,lhd,virus
Griffith,39754,16/02/2008,8,2008,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Griffith,25/02/2008,01/03/2008,8,2008,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Griffith,42888,11/02/2017,8,2017,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Maclean,22/03/1990,24/03/1990,11,1990,Coastal,-29.4606,153.2019,11730,Clarence Valley,11730,Clarence Valley,Clarence Valley,Northern NSW,Sindbis
Griffith,15/03/1993,20/03/1993,11,1993,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Griffith,22/03/1993,27/03/1993,11,1993,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Griffith,27/03/2000,01/04/2000,11,2000,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Griffith,15/03/2006,18/03/2006,11,2006,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Griffith,26/03/2012,31/03/2012,11,2012,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Leeton,21/03/2012,24/03/2012,11,2012,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Sindbis
Wagga Wagga,26/03/2012,31/03/2012,11,2012,Inland,-35.1082,147.3598,17750,Wagga Wagga,17750,Wagga Wagga,Wagga Wagga,Murrumbidgee,Sindbis
Ballina,16/03/2006,18/03/2006,12,2006,Coastal,-29.21,153.44,10250,Ballina,10250,Ballina,Ballina,Northern NSW,Sindbis
Wee Waa,14/03/1989,18/03/1989,12,1989,Inland,-30.2244,149.4392,15750,Narrabri,15750,Narrabri,Narrabri,Hunter New England,Sindbis
Griffith,13/03/1990,17/03/1990,12,1990,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Griffith,33575,16/03/1991,12,1991,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Griffith,33972,06/03/1993,12,1993,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Wentworth,30/03/1993,03/04/1993,12,1993,Inland,-34.1071,141.9178,18200,Wentworth,18200,Wentworth,Wentworth,Far West,Sindbis
Griffith,34488,12/03/1994,12,1994,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Condobolin,35402,16/03/1996,12,1996,Inland,-33.0885,147.1473,14600,Lachlan,14600,Lachlan,Lachlan,Western NSW,Sindbis
Griffith,36163,06/03/1999,12,1999,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Fords Bridge,28/03/2000,01/04/2000,12,2000,Inland,-29.7526,145.4248,11150,Bourke,11150,Bourke,Bourke,Western NSW,Sindbis
Griffith,38932,11/03/2006,12,2006,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Griffith,19/03/2012,24/03/2012,12,2012,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Port Macquarie,43012,15/04/2017,16,2017,Coastal,-31.38,152.9,16380,Port Macquarie-Hastings,16380,Port Macquarie-Hastings,Port Macquarie-Hastings,Mid North Coast,Sindbis
Fords Bridge,36620,08/04/2000,16,2000,Inland,-29.7526,145.4248,11150,Bourke,11150,Bourke,Bourke,Western NSW,Sindbis
Condobolin,27/11/1990,01/12/1990,46,1990,Inland,-33.0885,147.1473,14600,Lachlan,14600,Lachlan,Lachlan,Western NSW,Sindbis
Hay,27/11/1990,01/12/1990,46,1990,Inland,-34.5042,144.8445,13850,Hay,13850,Hay,Hay,Murrumbidgee,Sindbis
Griffith,21/11/2016,26/11/2016,46,2016,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Menindee,20/11/1989,25/11/1989,47,1989,Inland,-32.4,142.43,11700,Central Darling,11700,Central Darling,Central Darling,Far West,Sindbis
Wentworth,33035,10/11/1990,47,1990,Inland,-34.1071,141.9178,18200,Wentworth,18200,Wentworth,Wentworth,Far West,Sindbis
Albury,23/11/2010,27/11/2010,47,2010,Inland,-36.0737,146.9135,10050,Albury,10050,Albury,Albury,Murrumbidgee,Sindbis
Griffith,16/11/2010,20/11/2010,47,2010,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Griffith,23/11/2010,27/11/2010,47,2010,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Griffith,30/11/2010,04/12/2010,47,2010,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Forbes,42562,12/11/2016,47,2016,Inland,-33.3799,148.0067,12900,Forbes,12900,Forbes,Forbes,Western NSW,Sindbis
Griffith,30/11/2016,03/12/2016,47,2016,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Leeton,15/12/1998,19/12/1998,50,1998,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Sindbis
Wentworth,32854,16/12/1989,51,1989,Inland,-34.1071,141.9178,18200,Wentworth,18200,Wentworth,Wentworth,Far West,Sindbis
Albury,17/12/1990,22/12/1990,51,1990,Inland,-36.0737,146.9135,10050,Albury,10050,Albury,Albury,Murrumbidgee,Sindbis
Condobolin,33219,15/12/1990,51,1990,Inland,-33.0885,147.1473,14600,Lachlan,14600,Lachlan,Lachlan,Western NSW,Sindbis
Lake Cargelligo,33005,08/12/1990,51,1990,Inland,-33.2984,146.374,14600,Lachlan,14600,Lachlan,Lachlan,Western NSW,Sindbis
Lake Cargelligo,19/12/1990,22/12/1990,51,1990,Inland,-33.2984,146.374,14600,Lachlan,14600,Lachlan,Lachlan,Western NSW,Sindbis
Menindee,33219,15/12/1990,51,1990,Inland,-32.4,142.43,11700,Central Darling,11700,Central Darling,Central Darling,Far West,Sindbis
Wentworth,32975,08/12/1990,51,1990,Inland,-34.1071,141.9178,18200,Wentworth,18200,Wentworth,Wentworth,Far West,Sindbis
Wentworth,18/12/1990,22/12/1990,51,1990,Inland,-34.1071,141.9178,18200,Wentworth,18200,Wentworth,Wentworth,Far West,Sindbis
Griffith,21/12/1998,26/12/1998,51,1998,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Griffith,28/12/1998,02/01/1999,51,1998,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Leeton,21/12/1998,26/12/1998,51,1998,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Sindbis
Leeton,29/12/1998,02/01/1999,51,1998,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Sindbis
Griffith,26/12/2000,30/12/2000,51,2000,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Macquarie Marshes,18/12/2000,23/12/2000,51,2000,Inland,-30.6959,147.6304,10950,Bogan,10950,Bogan,Bogan,Western NSW,Sindbis
Albury,13/12/2010,18/12/2010,51,2010,Inland,-36.0737,146.9135,10050,Albury,10050,Albury,Albury,Murrumbidgee,Sindbis
Albury,22/12/2010,25/12/2010,51,2010,Inland,-36.0737,146.9135,10050,Albury,10050,Albury,Albury,Murrumbidgee,Sindbis
Griffith,13/12/2010,18/12/2010,51,2010,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Griffith,21/12/2010,25/12/2010,51,2010,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Griffith,31/12/2010,01/01/2011,51,2010,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Leeton,14/12/2010,18/12/2010,51,2010,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Sindbis
Leeton,23/12/2010,25/12/2010,51,2010,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Sindbis
Murray-Mathoura,40371,11/12/2010,51,2010,Inland,-35.818,144.912,15500,Murray,15520,Murray River,Murray River,Murrumbidgee,Sindbis
Murray-Mathoura,14/12/2010,18/12/2010,51,2010,Inland,-35.818,144.912,15500,Murray,15520,Murray River,Murray River,Murrumbidgee,Sindbis
Murray-Mathoura,21/12/2010,25/12/2010,51,2010,Inland,-35.818,144.912,15500,Murray,15520,Murray River,Murray River,Murrumbidgee,Sindbis
Wagga Wagga,21/12/2010,25/12/2010,51,2010,Inland,-35.1082,147.3598,17750,Wagga Wagga,17750,Wagga Wagga,Wagga Wagga,Murrumbidgee,Sindbis
Griffith,42502,10/12/2016,51,2016,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Griffith,42716,17/12/2016,51,2016,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Griffith,19/12/2016,24/12/2016,51,2016,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Leeton,42563,10/12/2016,51,2016,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Sindbis
Leeton,13/12/2016,17/12/2016,51,2016,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Sindbis
Batemans Bay,23/01/1995,28/01/1995,3,1995,Coastal,-35.7162,150.1795,12750,Eurobodalla,12750,Eurobodalla,Eurobodalla,Southern NSW,Stratford
Port Stephens,15/01/2008,19/01/2008,3,2008,Coastal,-32.7685,151.8409,16400,Port Stephens,16400,Port Stephens,Port Stephens,Hunter New England,Stratford
Port Stephens,23/01/2008,26/01/2008,3,2008,Coastal,-32.7685,151.8409,16400,Port Stephens,16400,Port Stephens,Port Stephens,Hunter New England,Stratford
Cumberland State Forest,19/01/1999,23/01/1999,3,1999,Sydney,-33.7458,151.0374,17420,The Hills,17420,The Hills,The Hills,Western Sydney,Stratford
Georges River - East,21/01/2014,25/01/2014,3,2014,Sydney,-33.98247,151.035506,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Stratford
Georges River - East,29/01/2014,01/02/2014,3,2014,Sydney,-33.98247,151.035506,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Stratford
Parramatta,23/01/2019,26/01/2019,3,2019,Sydney,-33.8136,151.0034,16250,Parramatta,16250,Parramatta,Parramatta,Western Sydney,Stratford
Georges River - East,44317,09/01/2021,3,2021,Sydney,-33.98247,151.035506,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Stratford
Georges River,29/01/2025,01/02/2025,3,2025,Sydney,-33.98247,151.035506,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Stratford
Port Stephens,31/01/2006,04/02/2006,4,2006,Coastal,-32.7685,151.8409,16400,Port Stephens,16400,Port Stephens,Port Stephens,Hunter New England,Stratford
Griffith,14/01/2014,18/01/2014,4,2014,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Stratford
Georges River - East,14/01/2014,18/01/2014,4,2014,Sydney,-33.98247,151.035506,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Stratford
Georges River - West,30/01/2018,03/02/2018,4,2018,Sydney,-33.97309,151.011178,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Stratford
Batemans Bay,27/02/1995,04/03/1995,7,1995,Coastal,-35.7162,150.1795,12750,Eurobodalla,12750,Eurobodalla,Eurobodalla,Southern NSW,Stratford
Lake Macquarie,16/02/2006,18/02/2006,7,2006,Coastal,-33.0311,151.5603,14650,Lake Macquarie,14650,Lake Macquarie,Lake Macquarie,Hunter New England,Stratford
Lake Macquarie,21/02/2006,25/02/2006,7,2006,Coastal,-33.0311,151.5603,14650,Lake Macquarie,14650,Lake Macquarie,Lake Macquarie,Hunter New England,Stratford
Newcastle,16/02/2006,18/02/2006,7,2006,Coastal,-32.8665,151.7618,15900,Newcastle,15900,Newcastle,Newcastle,Hunter New England,Stratford
Port Stephens,21/02/2006,25/02/2006,7,2006,Coastal,-32.7685,151.8409,16400,Port Stephens,16400,Port Stephens,Port Stephens,Hunter New England,Stratford
Byron Bay,40423,13/02/2010,7,2010,Coastal,-29.01,153.52,11350,Byron,11350,Byron,Byron,Northern NSW,Stratford
Tweed,42249,14/02/2015,7,2015,Coastal,-28.256,153.55,17550,Tweed,17550,Tweed,Tweed,Northern NSW,Stratford
Central Coast,43557,09/02/2019,7,2019,Coastal,-33.232,151.2173,11650,Central Coast,11650,Central Coast,Central Coast,Central Coast,Stratford
Narooma,45384,10/02/2024,7,2024,Coastal,-36.2344,150.0679,12750,Eurobodalla,12750,Eurobodalla,Eurobodalla,Southern NSW,Stratford
Port Macquarie,26/02/2024,02/03/2024,7,2024,Coastal,-31.38,152.9,16380,Port Macquarie-Hastings,16380,Port Macquarie-Hastings,Port Macquarie-Hastings,Mid North Coast,Stratford
Blacktown,26/02/2013,02/03/2013,7,2013,Sydney,-33.7668,150.9053,10750,Blacktown,10750,Blacktown,Blacktown,Western Sydney,Stratford
Georges River - East,41731,08/02/2014,7,2014,Sydney,-33.98247,151.035506,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Stratford
Sydney Olympic Park,27/02/2020,29/02/2020,7,2020,Sydney,-33.8354,151.0654,16250,Parramatta,12380,Parramatta,Parramatta,Western Sydney,Stratford
Georges River - West,27/02/2024,02/03/2024,7,2024,Sydney,-33.97309,151.011178,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Stratford
Georges River,45932,15/02/2025,7,2025,Sydney,-33.98247,151.035506,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Stratford
Batemans Bay,34852,11/02/1995,8,1995,Coastal,-35.7162,150.1795,12750,Eurobodalla,12750,Eurobodalla,Eurobodalla,Southern NSW,Stratford
Batemans Bay,14/02/1995,18/02/1995,8,1995,Coastal,-35.7162,150.1795,12750,Eurobodalla,12750,Eurobodalla,Eurobodalla,Southern NSW,Stratford
Batemans Bay,20/02/1995,25/02/1995,8,1995,Coastal,-35.7162,150.1795,12750,Eurobodalla,12750,Eurobodalla,Eurobodalla,Southern NSW,Stratford
Port Stephens,19/02/1996,24/02/1996,8,1996,Coastal,-32.7685,151.8409,16400,Port Stephens,16400,Port Stephens,Port Stephens,Hunter New England,Stratford
Central Coast,24/02/2006,25/02/2006,8,2006,Coastal,-33.232,151.2173,11650,Central Coast,11650,Central Coast,Central Coast,Central Coast,Stratford
Lake Macquarie,20/02/2006,25/02/2006,8,2006,Coastal,-33.0311,151.5603,14650,Lake Macquarie,14650,Lake Macquarie,Lake Macquarie,Hunter New England,Stratford
Port Stephens,14/02/2006,18/02/2006,8,2006,Coastal,-32.7685,151.8409,16400,Port Stephens,16400,Port Stephens,Port Stephens,Hunter New England,Stratford
Port Stephens,28/02/2006,04/03/2006,8,2006,Coastal,-32.7685,151.8409,16400,Port Stephens,16400,Port Stephens,Port Stephens,Hunter New England,Stratford
Batemans Bay,24/02/2010,27/02/2010,8,2010,Coastal,-35.7162,150.1795,12750,Eurobodalla,12750,Eurobodalla,Eurobodalla,Southern NSW,Stratford
Byron Bay,40211,06/02/2010,8,2010,Coastal,-29.01,153.52,11350,Byron,11350,Byron,Byron,Northern NSW,Stratford
Lake Macquarie,25/02/2010,27/02/2010,8,2010,Coastal,-33.0311,151.5603,14650,Lake Macquarie,14650,Lake Macquarie,Lake Macquarie,Hunter New England,Stratford
Port Stephens,40211,06/02/2010,8,2010,Coastal,-32.7685,151.8409,16400,Port Stephens,16400,Port Stephens,Port Stephens,Hunter New England,Stratford
Port Stephens,18/02/2010,20/02/2010,8,2010,Coastal,-32.7685,151.8409,16400,Port Stephens,16400,Port Stephens,Port Stephens,Hunter New England,Stratford
Clarence Valley,18/02/2020,22/02/2020,8,2020,Coastal,-29.8784,152.6384,11730,Clarence Valley,11730,Clarence Valley,Clarence Valley,Northern NSW,Stratford
Port Macquarie,43892,08/02/2020,8,2020,Coastal,-31.38,152.9,16380,Port Macquarie-Hastings,16380,Port Macquarie-Hastings,Port Macquarie-Hastings,Mid North Coast,Stratford
Central Coast,45475,10/02/2024,8,2024,Coastal,-33.232,151.2173,11650,Central Coast,11650,Central Coast,Central Coast,Central Coast,Stratford
Central Coast,22/02/2024,24/02/2024,8,2024,Coastal,-33.232,151.2173,11650,Central Coast,11650,Central Coast,Central Coast,Central Coast,Stratford
Newcastle,45445,10/02/2024,8,2024,Coastal,-32.8665,151.7618,15900,Newcastle,15900,Newcastle,Newcastle,Hunter New England,Stratford
Newcastle,45628,17/02/2024,8,2024,Coastal,-32.8665,151.7618,15900,Newcastle,15900,Newcastle,Newcastle,Hunter New England,Stratford
Central Coast,18/02/2025,22/02/2025,8,2025,Coastal,-33.232,151.2173,11650,Central Coast,11650,Central Coast,Central Coast,Central Coast,Stratford
Georges River - East,40392,13/02/2010,8,2010,Sydney,-33.98247,151.035506,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Stratford
Georges River - East,43283,10/02/2018,8,2018,Sydney,-33.98247,151.035506,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Stratford
Georges River - West,43436,17/02/2018,8,2018,Sydney,-33.97309,151.011178,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Stratford
Parramatta,18/02/2019,23/02/2019,8,2019,Sydney,-33.8136,151.0034,16250,Parramatta,16250,Parramatta,Parramatta,Western Sydney,Stratford
Parramatta,25/02/2019,02/03/2019,8,2019,Sydney,-33.8136,151.0034,16250,Parramatta,16250,Parramatta,Parramatta,Western Sydney,Stratford
Sydney Olympic Park,43801,16/02/2019,8,2019,Sydney,-33.8354,151.0654,16250,Parramatta,12380,Parramatta,Parramatta,Western Sydney,Stratford
Bankstown,45628,17/02/2024,8,2024,Sydney,-33.9182,151.035,10350,Bankstown,11570,Canterbury-Bankstown,Canterbury-Bankstown,South Western Sydney,Stratford
Georges River - West,45475,10/02/2024,8,2024,Sydney,-33.97309,151.011178,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Stratford
Hawkesbury,45445,10/02/2024,8,2024,Sydney,-33.2263,150.8609,13800,Hawkesbury,13800,Hawkesbury,Hawkesbury,Nepean Blue Mountains,Stratford
Sydney Olympic Park,45414,10/02/2024,8,2024,Sydney,-33.8354,151.0654,16250,Parramatta,12380,Parramatta,Parramatta,Western Sydney,Stratford
The Hills,29/02/2024,02/03/2024,8,2024,Sydney,-33.6049,150.9773,17420,The Hills,17420,The Hills,The Hills,Western Sydney,Stratford
Central Coast,26/03/2013,30/03/2013,11,2013,Coastal,-33.232,151.2173,11650,Central Coast,11650,Central Coast,Central Coast,Central Coast,Stratford
Lake Macquarie,26/03/2013,30/03/2013,11,2013,Coastal,-33.0311,151.5603,14650,Lake Macquarie,14650,Lake Macquarie,Lake Macquarie,Hunter New England,Stratford
Port Macquarie,44077,14/03/2020,11,2020,Coastal,-31.38,152.9,16380,Port Macquarie-Hastings,16380,Port Macquarie-Hastings,Port Macquarie-Hastings,Mid North Coast,Stratford
Tweed,44077,14/03/2020,11,2020,Coastal,-28.256,153.55,17550,Tweed,17550,Tweed,Tweed,Northern NSW,Stratford
Tweed,45385,09/03/2024,11,2024,Coastal,-28.256,153.55,17550,Tweed,17550,Tweed,Tweed,Northern NSW,Stratford
Hawkesbury,26/03/2013,30/03/2013,11,2013,Sydney,-33.2263,150.8609,13800,Hawkesbury,13800,Hawkesbury,Hawkesbury,Nepean Blue Mountains,Stratford
Northern Beaches,21/03/2023,25/03/2023,11,2023,Sydney,-33.676,151.2569,18000,Warringah,15990,Northern Beaches,Northern Beaches,Northern Sydney,Stratford
Hawkesbury,26/03/2024,30/03/2024,11,2024,Sydney,-33.2263,150.8609,13800,Hawkesbury,13800,Hawkesbury,Hawkesbury,Nepean Blue Mountains,Stratford
Penrith,26/03/2024,30/03/2024,11,2024,Sydney,-33.7507,150.6877,16350,Penrith,16350,Penrith,Penrith,Nepean Blue Mountains,Stratford
Lake Macquarie,14/03/2006,18/03/2006,12,2006,Coastal,-33.0311,151.5603,14650,Lake Macquarie,14650,Lake Macquarie,Lake Macquarie,Hunter New England,Stratford
Port Stephens,14/03/2006,18/03/2006,12,2006,Coastal,-32.7685,151.8409,16400,Port Stephens,16400,Port Stephens,Port Stephens,Hunter New England,Stratford
Byron Bay,23/03/2010,27/03/2010,12,2010,Coastal,-29.01,153.52,11350,Byron,11350,Byron,Byron,Northern NSW,Stratford
Ballina,25/03/2013,30/03/2013,12,2013,Coastal,-29.21,153.44,10250,Ballina,10250,Ballina,Ballina,Northern NSW,Stratford
Byron Bay,25/03/2013,30/03/2013,12,2013,Coastal,-29.01,153.52,11350,Byron,11350,Byron,Byron,Northern NSW,Stratford
Central Coast,41581,16/03/2013,12,2013,Coastal,-33.232,151.2173,11650,Central Coast,11650,Central Coast,Central Coast,Central Coast,Stratford
Tweed,25/03/2013,30/03/2013,12,2013,Coastal,-28.256,153.55,17550,Tweed,17550,Tweed,Tweed,Northern NSW,Stratford
Kempsey,23/03/2020,28/03/2020,12,2020,Coastal,-31.06,152.82,14350,Kempsey,14350,Kempsey,Kempsey,Mid North Coast,Stratford
Lake Macquarie,43893,07/03/2020,12,2020,Coastal,-33.0311,151.5603,14650,Lake Macquarie,14650,Lake Macquarie,Lake Macquarie,Hunter New England,Stratford
Port Macquarie,43864,07/03/2020,12,2020,Coastal,-31.38,152.9,16380,Port Macquarie-Hastings,16380,Port Macquarie-Hastings,Port Macquarie-Hastings,Mid North Coast,Stratford
Port Macquarie,23/03/2020,28/03/2020,12,2020,Coastal,-31.38,152.9,16380,Port Macquarie-Hastings,16380,Port Macquarie-Hastings,Port Macquarie-Hastings,Mid North Coast,Stratford
Tweed,23/03/2020,28/03/2020,12,2020,Coastal,-28.256,153.55,17550,Tweed,17550,Tweed,Tweed,Northern NSW,Stratford
Central Coast,45110,11/03/2023,12,2023,Coastal,-33.232,151.2173,11650,Central Coast,11650,Central Coast,Central Coast,Central Coast,Stratford
Central Coast,23/03/2023,25/03/2023,12,2023,Coastal,-33.232,151.2173,11650,Central Coast,11650,Central Coast,Central Coast,Central Coast,Stratford
Kiama,45080,11/03/2023,12,2023,Coastal,-34.701,150.833,14400,Kiama,14400,Kiama,Kiama,Illawarra Shoalhaven,Stratford
Batemans Bay,25/03/2024,30/03/2024,12,2024,Coastal,-35.7162,150.1795,12750,Eurobodalla,12750,Eurobodalla,Eurobodalla,Southern NSW,Stratford
Lake Cathie,17/03/2025,22/03/2025,12,2025,Coastal,-31.72,152.83,16380,Port Macquarie-Hastings,16380,Port Macquarie-Hastings,Port Macquarie-Hastings,Mid North Coast,Stratford
Parramatta,36222,06/03/1999,12,1999,Sydney,-33.8136,151.0034,16250,Parramatta,16250,Parramatta,Parramatta,Western Sydney,Stratford
Georges River - East,18/03/2010,20/03/2010,12,2010,Sydney,-33.98247,151.035506,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Stratford
Blacktown,41397,09/03/2013,12,2013,Sydney,-33.7668,150.9053,10750,Blacktown,10750,Blacktown,Blacktown,Western Sydney,Stratford
Blacktown,41611,16/03/2013,12,2013,Sydney,-33.7668,150.9053,10750,Blacktown,10750,Blacktown,Blacktown,Western Sydney,Stratford
Georges River - West,13/03/2017,18/03/2017,12,2017,Sydney,-33.97309,151.011178,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Stratford
Georges River - West,19/03/2017,25/03/2017,12,2017,Sydney,-33.97309,151.011178,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Stratford
Georges River - East,14/03/2019,16/03/2019,12,2019,Sydney,-33.98247,151.035506,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Stratford
Parramatta,43802,16/03/2019,12,2019,Sydney,-33.8136,151.0034,16250,Parramatta,16250,Parramatta,Parramatta,Western Sydney,Stratford
Northern Beaches,19/03/2020,21/03/2020,12,2020,Sydney,-33.676,151.2569,18000,Warringah,15990,Northern Beaches,Northern Beaches,Northern Sydney,Stratford
Georges River - East,24/03/2021,27/03/2021,12,2021,Sydney,-33.98247,151.035506,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Stratford
Georges River - West,25/03/2021,27/03/2021,12,2021,Sydney,-33.97309,151.011178,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Stratford
Northern Beaches,28/03/2022,02/04/2022,12,2022,Sydney,-33.676,151.2569,18000,Warringah,15990,Northern Beaches,Northern Beaches,Northern Sydney,Stratford
Georges River - West,13/03/2023,18/03/2023,12,2023,Sydney,-33.97309,151.011178,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Stratford
Penrith,45110,11/03/2023,12,2023,Sydney,-33.7507,150.6877,16350,Penrith,16350,Penrith,Penrith,Nepean Blue Mountains,Stratford
The Hills,45446,09/03/2024,12,2024,Sydney,-33.6049,150.9773,17420,The Hills,17420,The Hills,The Hills,Western Sydney,Stratford
Northern Beaches,45964,15/03/2025,12,2025,Sydney,-33.676,151.2569,18000,Warringah,15990,Northern Beaches,Northern Beaches,Northern Sydney,Stratford
Sydney Olympic Park,19/03/2025,22/03/2025,12,2025,Sydney,-33.8354,151.0654,16250,Parramatta,12380,Parramatta,Parramatta,Western Sydney,Stratford
Central Coast,38872,08/04/2006,16,2006,Coastal,-33.232,151.2173,11650,Central Coast,11650,Central Coast,Central Coast,Central Coast,Stratford
Lake Macquarie,38841,08/04/2006,16,2006,Coastal,-33.0311,151.5603,14650,Lake Macquarie,14650,Lake Macquarie,Lake Macquarie,Hunter New England,Stratford
Lake Macquarie,41309,06/04/2013,16,2013,Coastal,-33.0311,151.5603,14650,Lake Macquarie,14650,Lake Macquarie,Lake Macquarie,Hunter New England,Stratford
Central Coast,44016,11/04/2020,16,2020,Coastal,-33.232,151.2173,11650,Central Coast,11650,Central Coast,Central Coast,Central Coast,Stratford
Central Coast,45569,13/04/2024,16,2024,Coastal,-33.232,151.2173,11650,Central Coast,11650,Central Coast,Central Coast,Central Coast,Stratford
Narooma,45477,13/04/2024,16,2024,Coastal,-36.2344,150.0679,12750,Eurobodalla,12750,Eurobodalla,Eurobodalla,Southern NSW,Stratford
Narooma,22/04/2024,27/04/2024,16,2024,Coastal,-36.2344,150.0679,12750,Eurobodalla,12750,Eurobodalla,Eurobodalla,Southern NSW,Stratford
Cumberland State Forest,36315,10/04/1999,16,1999,Sydney,-33.7458,151.0374,17420,The Hills,17420,The Hills,The Hills,Western Sydney,Stratford
Penrith,36376,10/04/1999,16,1999,Sydney,-33.7507,150.6877,16350,Penrith,16350,Penrith,Penrith,Nepean Blue Mountains,Stratford
Hawkesbury,38537,09/04/2005,16,2005,Sydney,-33.2263,150.8609,13800,Hawkesbury,13800,Hawkesbury,Hawkesbury,Nepean Blue Mountains,Stratford
